JDMOVE%,DJHIGH,DJLOW,DJTREND,VIXMOVE%,VIXHIGH,VIXLOW,VIXTREND,SUPERTREND,RESULT,LABEL
0.349260842,-0.384472807,0.570405814,1,-1.69628433,-5.686766551,1.590014708,-1,-1,-0.84187679,-1
-0.84187679,-1.266210775,0.30334437,-1,2.212304993,-1.070624285,4.361880282,1,-1,0.867812694,1
0.867812694,-0.057562972,1.290503017,1,1.605991728,-0.655785485,2.368885385,1,1,1.589736448,1
1.589736448,-0.204002774,1.632267548,1,2.646280506,-0.989116177,2.948982601,1,1,-2.494768966,-1
-2.494768966,-2.878994941,1.020834224,-1,11.87782805,-3.356032614,15.93948053,1,-1,-0.829718661,-1
-0.829718661,-1.794398312,1.583505826,-1,-6.048256679,-14.73523541,1.755000525,-1,1,-2.70338055,-1
-2.70338055,-3.085097025,0.287568925,-1,-9.530510426,-10.13120691,0.465248428,-1,1,2.309990953,1
2.309990953,-0.775666478,2.909983363,1,-2.537481395,-3.556289963,1.901544768,-1,-1,-1.471158261,-1
-1.471158261,-2.193644111,0.410251252,-1,1.95650538,-2.412849323,2.807496775,1,-1,0.116181153,0
0.116181153,-0.765361577,0.632435176,-1,-3.227396845,-6.077002356,0.117707066,-1,1,0.843142129,1
0.843142129,-0.329460898,1.013865997,1,-0.520088931,-1.497759258,1.416602582,-1,-1,0.193183342,0
0.193183342,-0.779887361,0.34757112,-1,0.765265023,-1.801624995,1.340786649,-1,1,0.046333699,0
0.046333699,-1.118451667,0.318386593,-1,0.317805133,-0.204097967,2.760951086,1,-1,-0.475688102,0
-0.475688102,-0.621179886,1.432529495,1,-5.214246831,-5.471537149,0.41191251,-1,-1,-0.598521603,-1
-0.598521603,-0.945715664,0.880744239,-1,0.665096873,-2.403075937,2.957579855,1,-1,-1.797713997,-1
-1.797713997,-2.149641054,1.761515637,-1,-0.823905074,-5.555972671,0.483284739,-1,1,0.386589067,0
0.386589067,-0.241638061,1.041308472,1,0.991715788,-2.574249817,0.99573824,-1,-1,-2.009593258,-1
-2.009593258,-2.538684052,0.392936501,-1,5.78911915,-0.071115769,6.167733726,1,-1,0.164046623,0
0.164046623,-0.952349323,1.143502692,1,-1.762477969,-2.930932266,1.787310098,-1,-1,1.085095082,1
1.085095082,-0.244909466,2.349989812,1,-2.443960744,-3.260375644,0.669897939,-1,-1,1.384417009,1
1.384417009,-0.428321521,1.464645834,1,0.470207049,-0.861665627,0.67308073,-1,-1,-0.324231137,0
-0.324231137,-0.741105793,0.722437675,-1,-2.241149227,-2.241149227,1.466574327,-1,1,0.782609328,1
0.782609328,-1.163996432,1.983011907,1,1.216040345,-1.073259928,2.470457446,1,1,0.246875221,0
0.246875221,-0.95743961,0.531444396,-1,1.507088597,-1.57167054,1.548339903,-1,1,-0.458489663,0
-0.458489663,-0.627330642,1.62951016,1,-1.984157209,-2.352316273,1.77957053,-1,-1,1.016605478,1
1.016605478,-0.151028274,1.271468777,1,-2.1609538,-3.257455307,0.726773529,-1,-1,-1.10571313,-1
-1.10571313,-1.900118151,0.317491575,-1,2.228333401,-0.979316829,4.080372216,1,-1,2.297471191,1
2.297471191,-0.241352703,2.321289892,1,-1.209823769,-1.689541697,0.740222889,-1,-1,0.461006232,0
0.461006232,-0.498510316,0.564377817,1,-2.814282172,-3.373325664,0.251513343,-1,-1,0.409912232,0
0.409912232,-0.137055572,0.703176515,1,-2.107296514,-2.231770948,0.09426763,-1,-1,1.173661291,1
1.173661291,-0.125148925,1.322637231,1,-0.141694853,-1.930241954,0.321440051,-1,-1,-0.733140112,-1
-0.733140112,-0.783063026,0.372365833,-1,0.049757995,-2.080750841,0.733251355,-1,1,-0.547111529,-1
-0.547111529,-1.089915421,0.24105396,-1,-0.045603794,-1.483279396,1.580386523,1,-1,-0.109350904,0
-0.109350904,-0.218777319,1.260210118,1,-3.367297853,-4.292273042,0.267719394,-1,-1,0.008942593,0
0.008942593,-1.1285471,0.264568681,-1,0.85722061,0,2.300225422,1,-1,-1.299780396,-1
-1.299780396,-1.978036258,0.268372556,-1,4.838053937,-0.684697022,5.027831832,1,-1,-0.081143885,0
-0.081143885,-1.019973237,0.189754598,-1,0.611527952,-0.684990153,1.447500765,1,-1,-0.146854556,0
-0.146854556,-0.812862844,0.210873182,-1,-1.815660614,-3.162663476,0.577059659,-1,1,0.478352309,0
0.478352309,-0.196965236,1.303703158,1,-2.126624812,-3.026984405,0.911701691,-1,-1,-0.493920108,0
-0.493920108,-0.705573501,0.506453165,-1,0.362204011,-2.123807842,0.681291729,-1,1,-1.900147674,-1
-1.900147674,-1.943589738,1.233222086,-1,6.300392122,-1.755028911,7.388614412,1,-1,-0.879257615,-1
-0.879257615,-1.34805953,0.111635241,-1,0.33101622,-1.742442661,2.105440458,1,-1,-2.789065143,-1
-2.789065143,-2.871763303,0.259375433,-1,6.137156438,-0.252179552,7.451102142,1,-1,-0.098736129,0
-0.098736129,-1.223630415,1.156144753,-1,-5.595023374,-7.371424444,2.847174881,-1,1,0.572918622,1
0.572918622,-0.311847052,1.845406499,1,1.334710112,-1.892031991,2.869011569,1,1,1.717502484,1
1.717502484,-0.533460526,2.357936154,1,2.491398742,-1.411290323,2.690387511,1,1,1.757342946,1
1.757342946,-0.815943313,1.823706581,1,-2.588675044,-3.20069546,1.32357199,-1,-1,1.233552022,1
1.233552022,-1.561770802,3.131245651,1,-4.764337719,-5.011041277,0.76583476,-1,-1,1.947076611,1
1.947076611,-0.117573608,2.553376204,1,1.333148814,-1.129714646,2.472360871,1,1,-0.279384358,0
-0.279384358,-0.75377107,0.980814827,1,-5.653093115,-5.912549271,0.102404057,-1,-1,2.498998252,1
2.498998252,-3.022089688,2.684597152,-1,5.021445758,0,10.21573256,1,-1,0.865045826,1
0.865045826,-0.146137157,1.969148164,1,-0.511587456,-4.192531284,0.154503785,-1,-1,-0.039295214,0
-0.039295214,-0.76227573,0.538041215,-1,-0.575073191,-1.908396947,2.099103452,1,-1,-0.974652745,-1
-0.974652745,-0.996578604,0.879130781,-1,5.444259913,-2.077308656,6.555829444,1,-1,1.232949849,1
1.232949849,-0.263865017,1.889033929,1,-3.003003003,-3.003003003,1.653597909,-1,-1,1.516745793,1
1.516745793,-0.338511889,1.533728146,1,0.10748643,-3.427001244,0.377216145,-1,-1,-0.489961352,0
-0.489961352,-0.562285199,0.945992901,1,-3.58517425,-4.19635373,0.164320535,-1,-1,-1.128391376,-1
-1.128391376,-1.744242813,0.052822594,-1,4.525361918,-0.373920371,5.581291511,1,-1,0.132750089,0
0.132750089,-0.219212621,0.773240508,1,-0.750878688,-2.20904607,1.685945002,-1,-1,-0.418158329,0
-0.418158329,-1.014231833,0.036668324,-1,-0.209598538,-0.583605504,1.809408926,1,-1,1.363092847,1
1.363092847,-0.230957477,1.48999166,1,-0.005450185,-1.976812523,1.606025364,-1,-1,1.524827082,1
1.524827082,-0.18113054,1.555764465,1,0.450575736,-1.62880645,0.674583264,-1,-1,-0.590941253,-1
-0.590941253,-1.045942044,0.301010401,-1,-3.982741454,-5.137173462,0.005761364,-1,1,0.293135467,0
0.293135467,-0.278239743,0.676225189,1,1.450368394,-0.794236115,2.281101948,1,1,-0.96273433,-1
-0.96273433,-1.066725993,0.736740662,-1,-2.274407233,-5.347505232,0,-1,1,0.331166961,0
0.331166961,-1.002310915,0.475947398,-1,1.821707704,-0.465303309,2.544830443,1,-1,0.428279205,0
0.428279205,-0.080075506,0.933722545,1,-0.742788046,-0.748502994,2.07852194,1,1,0.276151626,0
0.276151626,-0.388603631,0.74324295,1,1.98850305,-0.973915024,2.294522563,1,1,0.672419499,1
0.672419499,-0.188574945,0.719397825,1,-0.575681805,-0.639237564,0.891013159,1,1,-0.402701065,0
-0.402701065,-0.743303751,0.277078482,-1,-0.463579997,-1.150946654,0.350528714,-1,1,0.569104897,1
0.569104897,-0.236544514,1.03887853,1,-4.154388398,-4.320239949,0,-1,-1,-0.588905725,-1
-0.588905725,-0.871102812,0.313801536,-1,4.63471155,-1.095227116,5.412545309,1,-1,-0.320957362,0
-0.320957362,-0.597975018,0.334887089,-1,0,-0.750372322,2.666350655,1,-1,0.011647344,0
0.011647344,-0.114697732,1.121332097,1,1.231859602,-2.550357375,2.740195239,1,1,-0.845350583,-1
-0.845350583,-1.393142498,0.169406817,-1,5.457261029,-0.049000926,6.380019702,1,-1,0.895476537,1
0.895476537,-0.139227408,1.208216232,1,-2.390482544,-3.516869986,0.119746821,-1,-1,-0.207018931,0
-0.207018931,-0.504048901,0.284011008,-1,-2.968375385,-3.955249181,0.005883391,-1,1,0.382736728,0
0.382736728,-0.122759835,0.484570685,1,-1.704078035,-2.215467353,0.667990612,-1,-1,-0.152645307,0
-0.152645307,-0.322366067,0.737699238,1,1.534542007,-2.397767399,1.600758878,-1,-1,-0.688887859,-1
-0.688887859,-0.730535404,2.67253608,1,-1.709447225,-5.193137456,2.215207399,-1,-1,-0.609320393,-1
-0.609320393,-0.787710018,0.105090436,-1,-0.598342208,-1.949317739,0.560892986,-1,1,0.422977783,0
0.422977783,-0.50451523,0.993489049,1,-1.975392256,-2.190685364,1.823298353,-1,-1,0.043129393,0
0.043129393,-0.174654077,0.332378787,1,-1.291038673,-1.348668846,0.118504474,-1,-1,1.074260954,1
1.074260954,-0.297504965,1.173430564,1,0.90100913,-0.178274305,1.449450417,1,1,-0.184242945,0
-0.184242945,-0.771360132,0.318772362,-1,5.130371801,-1.859364435,5.193863993,1,-1,0.105336897,0
0.105336897,-0.359033203,0.318266277,-1,-3.05303861,-3.559536112,0.36446197,-1,1,0.568741118,1
0.568741118,-0.095354686,0.878523377,1,0,-1.758705593,1.829008932,1,1,-1.242282967,-1
-1.242282967,-1.897289634,1.131413972,-1,8.266476496,-3.033851395,8.324414318,1,-1,0.53570816,1
0.53570816,-0.376311316,1.012175658,1,-5.568346094,-5.623929795,0.915488928,-1,-1,1.549732731,1
1.549732731,-0.507658897,1.982507874,1,0.567400275,-2.446211152,6.165295257,1,1,0.457587784,0
0.457587784,-0.481768219,0.78222975,1,-1.662000357,-2.134218639,0.06667879,-1,-1,0.286027149,0
0.286027149,-0.39767984,1.093611317,1,-0.305119912,-3.485555621,0.677882541,-1,-1,-0.093262984,0
-0.093262984,-0.286823277,0.950407232,1,2.190470567,-0.454362455,3.721459819,1,1,0.153199605,0
0.153199605,-0.124810812,0.629902976,1,-1.186680836,-4.019956417,0.239563994,-1,-1,0.037061102,0
0.037061102,-0.295387997,0.315308025,1,-1.620038259,-2.314952217,0.734528983,-1,-1,-0.271774894,0
-0.271774894,-0.667746226,0.084024152,-1,2.08244013,-0.543024227,3.284377518,1,-1,-0.849973436,-1
-0.849973436,-0.952135654,0.501809884,-1,0.939272212,-2.293000915,2.458475745,1,-1,0.241801428,0
0.241801428,-0.542876961,0.246547948,-1,-0.245980322,-1.720061473,0.605070491,-1,1,0.789962205,1
0.789962205,-0.109544316,1.065675616,1,-0.554945725,-1.983530685,0.554973176,-1,-1,0.010587783,0
0.010587783,-0.373941709,0.165714811,-1,-0.791556728,-2.414292612,0.130055119,-1,1,-0.47485482,0
-0.47485482,-0.551597083,0.393056225,-1,-1.086497254,-1.685865131,1.173056739,-1,1,-0.151699875,0
-0.151699875,-0.439644519,1.356106286,1,3.148606998,-3.939666817,3.902112376,-1,-1,0.046850092,0
0.046850092,-0.488458305,0.646996647,1,0.125320761,-0.768866809,1.950537765,1,1,-2.488386448,-1
-2.488386448,-2.571792927,0.109180882,-1,14.55430966,-1.605214515,14.68420456,1,-1,1.134483915,1
1.134483915,-1.019755513,1.918747976,1,2.007431107,-2.47187685,5.048626242,1,1,-1.92530267,-1
-1.92530267,-2.159878569,0.328257044,-1,2.809542587,-4.087920173,8.760037543,1,-1,0.994403418,1
0.994403418,-0.545583452,1.740106606,1,-1.046494244,-6.678259235,1.326733684,-1,-1,1.530461327,1
1.530461327,-0.518671644,1.693899638,1,-3.702332469,-3.910702977,1.166861144,-1,-1,0.345148601,0
0.345148601,-0.004738609,0.959382661,1,-2.985158534,-4.435707166,0.232328513,-1,-1,0.957834776,1
0.957834776,-0.022674461,1.43231232,1,-2.08209752,-2.365883953,0.060617082,-1,-1,0.376834769,0
0.376834769,-0.214416838,0.507528991,1,0.24378352,-2.083581379,0.304915234,-1,-1,0.544497067,1
0.544497067,-0.022201165,0.75120975,1,-0.11615822,-1.684919966,0.067373063,-1,-1,0.025581192,0
0.025581192,-0.109789812,0.513897464,1,-0.901009857,-1.620842838,1.160493827,-1,-1,0.181588819,0
0.181588819,-0.234056995,0.818632804,1,2.39734448,-2.800793558,2.466629759,-1,-1,-0.001590341,0
-0.001590341,-0.312285703,0.627366728,1,-1.088344379,-4.463237021,0.06766316,-1,-1,0.250112102,0
0.250112102,-0.011845407,0.628857067,1,-4.144319844,-4.202704349,0.127323657,-1,-1,-0.362050313,0
-0.362050313,-0.619616207,0.273420636,-1,0.563006073,-1.125761911,1.988836851,1,-1,0.213986819,0
0.213986819,-0.09733806,0.85748728,1,-3.597968789,-5.177559847,0.257615766,-1,-1,-0.351306141,0
-0.351306141,-0.572951893,0.693583742,1,-2.247471594,-3.393385982,1.038910757,-1,-1,-0.055596516,0
-0.055596516,-0.521485826,0.371547248,-1,-2.772762445,-3.022896836,1.07252983,-1,1,-0.001458224,0
-0.001458224,-0.32552037,0.960710041,1,0.711675322,-0.12716175,3.703703704,1,1,-0.041185309,0
-0.041185309,-0.389829461,1.242309818,1,-4.678103437,-9.223535086,0.006641429,-1,-1,1.504473393,1
1.504473393,-0.020198445,2.031886503,1,-6.400724122,-7.364985923,0.270120515,-1,-1,-1.704151754,-1
-1.704151754,-1.998114848,0.47771323,-1,13.45685691,-2.385385152,15.3285675,1,-1,-1.411823384,-1
-1.411823384,-1.876833761,0.194719714,-1,-0.497574325,-7.408264845,2.243241516,-1,1,1.703616835,1
1.703616835,-0.374372768,1.894435066,1,-1.38805871,-1.460047783,1.372294668,-1,-1,-0.381710719,0
-0.381710719,-0.542275868,0.431905787,-1,0.666307713,-0.532021015,2.046803575,1,-1,-0.429759711,0
-0.429759711,-1.162319607,0.081637854,-1,5.118879235,-0.006406971,5.975419298,1,-1,-1.036020171,-1
-1.036020171,-1.620973875,1.351220435,-1,5.38366738,-4.192711405,7.753017642,1,-1,1.896500345,1
1.896500345,-0.194725538,2.755321042,1,-3.323320764,-9.619406106,0.458228184,-1,-1,0.742417453,1
0.742417453,-0.833731515,1.791655495,1,1.592125256,-0.838277018,3.779187475,1,1,-0.183335993,0
-0.183335993,-0.965053919,0.051849717,-1,-1.270308217,-1.736758052,1.233975458,-1,1,1.545368759,1
1.545368759,-0.092679267,1.934153666,1,1.461683024,-0.748961667,1.461683024,1,1,0.412501075,0
0.412501075,-0.468496453,0.728221397,1,-0.982715361,-1.120545657,0.63752922,-1,-1,0.926389798,1
0.926389798,-0.080637965,1.249471399,1,-3.667633651,-3.926431081,0,-1,-1,0.354111154,0
0.354111154,-0.06836456,0.980883769,1,-5.475608001,-6.2178755,0.221238938,-1,-1,-0.211665791,0
-0.211665791,-0.318735017,0.283101685,-1,0.083732968,-0.151883354,2.984256286,1,-1,0.524865711,1
0.524865711,-0.041025452,0.777993385,1,-5.414755208,-5.9171155,0.071610439,-1,-1,-0.275744992,0
-0.275744992,-0.940521802,0.245240087,-1,3.427592117,-0.903119869,5.398110661,1,-1,-0.911721668,-1
-0.911721668,-1.142216125,0.270567838,-1,-3.182300349,-5.683495719,0.637945971,-1,1,0.554026839,1
0.554026839,-0.142393445,1.033843081,1,-5.306575712,-5.829454918,0.768126952,-1,-1,-0.972040219,-1
-0.972040219,-1.071782772,0.305971192,-1,4.072285143,-1.737694606,4.341654838,1,-1,-0.038506919,0
-0.038506919,-1.025154597,0.302708373,-1,3.116054633,0,5.171838505,1,-1,0.600919746,1
0.600919746,-0.052712943,1.81182971,1,-3.628332545,-8.052378085,0.501768528,-1,-1,1.271508188,1
1.271508188,-0.040897981,1.474782389,1,-2.34205701,-6.098733771,1.034750366,-1,-1,0.373422358,0
0.373422358,-0.213733946,0.967560099,1,-0.083277815,-2.905235899,0.925302826,-1,-1,-0.387212423,0
-0.387212423,-0.551524661,0.248531721,-1,-4.422051965,-5.52354297,0,-1,1,-0.139347259,0
-0.139347259,-0.474961743,0.068591161,-1,0.351864884,-1.976284585,1.975507285,-1,1,0.428516698,0
0.428516698,-0.002983745,0.653727044,1,-1.689339379,-2.219667492,0.820643749,-1,-1,0.526214532,1
0.526214532,-0.232639774,0.810231964,1,0.466984216,-1.194084688,0.843723634,-1,-1,-0.311732292,0
-0.311732292,-0.418653261,0.134964293,-1,0.279121697,-0.553607677,1.890716582,1,-1,0.056968153,0
0.056968153,-0.173029483,0.347954969,1,-2.509993493,-2.871167917,0.479064865,-1,-1,0.301161113,0
0.301161113,-0.017912874,0.627065339,1,0.106516897,-0.853553275,1.075479077,1,1,0.564708507,1
0.564708507,-0.152455398,0.807143841,1,-0.95128279,-1.622447032,1.686889612,1,1,-0.073852652,0
-0.073852652,-0.157417412,0.236374181,1,-2.117828263,-3.875968992,0.108299695,-1,-1,-0.185048853,0
-0.185048853,-0.390292973,0.439730284,1,-0.983477577,-1.371473354,0.710213064,-1,-1,0.215931443,0
0.215931443,-0.425559536,0.399319542,-1,1.66864139,-0.300154919,2.590415463,1,-1,0.777271381,1
0.777271381,-0.129231127,0.793839363,1,-0.895700637,-1.376646529,0.514787524,-1,-1,0.365035551,0
0.365035551,-0.239371003,0.537076032,1,-1.606909712,-2.30355006,0.709292763,-1,-1,0.013101301,0
0.013101301,-0.093280417,0.451932176,1,2.844993419,-2.682506227,3.158322332,1,1,-0.859903549,-1
-0.859903549,-1.067333891,0.378703429,-1,0.874890639,-3.361892345,1.66552366,-1,1,0.848873163,1
0.848873163,-0.160966106,1.095645968,1,-5.853611803,-7.011733535,0.41896587,-1,-1,-0.791986234,-1
-0.791986234,-0.965593,0.307028597,-1,6.111846796,-1.976098617,6.665984026,1,-1,0.564851996,1
0.564851996,-0.427392727,0.884137605,1,-3.070896605,-3.562922511,2.059729613,-1,-1,-0.196887295,0
-0.196887295,-0.509594334,0.106109162,-1,0.254241555,-1.459781775,0.507242719,-1,1,-0.169027087,0
-0.169027087,-0.440026519,0.17146379,-1,-1.514921982,-3.059373214,0.437738181,-1,1,-0.303828089,0
-0.303828089,-0.443256527,0.045762124,-1,0.051510547,-1.37101074,0.93800343,-1,1,0.597276075,1
0.597276075,-0.165006533,0.864038404,1,1.259644151,-3.912144832,1.552795031,-1,-1,-0.339545662,0
-0.339545662,-0.383425143,0.386328734,1,1.804293762,-0.987239924,3.083485366,1,1,0,0
